,id,title,vote_average,vote_count,year,soup
1565,978,seven years in tibet,7.0,644.0,1997,buddhism himalaya austria mountain buddhistmonk worldwarii prisonersofwar monsoon tibet dalailama mountain lhasa wed bradpitt jamyangjamtshowangchuk davidthewlis jean-jacquesannaud jean-jacquesannaud jean-jacquesannaud Adventure Drama History
1566,9437,kiss the girls,6.2,353.0,1997,washingtond.c. coveredinvestig investig northcarolina missingperson morganfreeman ashleyjudd caryelwes garyfleder garyfleder garyfleder Drama Mystery Thriller Crime
1567,29461,soul food,6.6,19.0,1997,"sister familyrelationship vivicaa.fox nialong michaelbeach georgetillman,jr. georgetillman,jr. georgetillman,jr. Comedy Drama"
1569,10351,wishmaster,5.6,114.0,1997,fire menac wish violenc andrewdivoff tammylauren robertenglund robertkurtzman robertkurtzman robertkurtzman Horror
1570,66588,a thousand acres,5.7,11.0,1997,tragedi famili womandirector michellepfeiffer jessicalange jasonrobards jocelynmoorhouse jocelynmoorhouse jocelynmoorhouse Drama
1571,2649,the game,7.5,1556.0,1997,brotherbrotherrelationship birthday dangeroflif birthdayparti michaeldouglas seanpenn deborahkaraunger davidfincher davidfincher davidfincher Drama Thriller Mystery
1572,14289,fire down below,5.0,91.0,1997,sheriff toxic church stevenseagal marghelgenberger stephenlang félixenríquezalcalá félixenríquezalcalá félixenríquezalcalá Action Adventure Crime Thriller
1573,10155,u turn,6.5,185.0,1997,carbreakdown wilder kiss gamblingdebt cargarag seanpenn nicknolte jenniferlopez oliverstone oliverstone oliverstone Thriller
1575,20457,the matchmaker,6.1,18.0,1997,irish-american electioncampaign makeamatch janeanegarofalo davido'hara denisleary markjoffe markjoffe markjoffe Comedy Romance
1576,18355,the assignment,6.6,41.0,1997,terrorist navaloffic aidanquinn donaldsutherland benkingsley christianduguay christianduguay christianduguay Thriller Action Crime
1577,33657,a smile like yours,3.2,6.0,1997,gregkinnear laurenholly joancusack keithsamples keithsamples keithsamples Comedy Romance
1578,55306,ulee's gold,6.5,19.0,1997,fathersonrelationship florida stolenmoney dysfunctionalfamili independentfilm stab bankrobberi peterfonda patriciarichardson christinedunford victornunez victornunez victornunez Drama
1579,68924,the ice storm,6.9,181.0,1997,basedonnovel 1970s thanksgiv dysfunctionalfamili independentfilm kevinkline joanallen sigourneyweaver anglee anglee anglee Drama
1580,36434,stag,5.8,6.0,1997,stripper stagnight death mariovanpeebles jerrystiller kevindillon gavinwilding gavinwilding gavinwilding Thriller
1581,2255,chasing amy,6.7,441.0,1997,newjersey comingout loveofone'slif bisexu menageatroi comicbook comic-stripartist independentfilm lesbian bestfriend benaffleck joeylaurenadams jasonlee kevinsmith kevinsmith kevinsmith Comedy Drama Romance
1582,28353,def jam's how to be a player,5.4,9.0,1997,sex parti friend player billbellamy larkvoorhies berniemac lionelc.martin lionelc.martin lionelc.martin Comedy Romance
1583,9427,the full monty,6.9,372.0,1997,suicideattempt stripteas steelwork repossess malestripp robertcarlyle markaddy williamsnape petercattaneo petercattaneo petercattaneo Comedy
1584,172545,alive and kicking,0.0,1.0,1996,independentfilm gayinterest gayman womandirector jasonflemyng antonysher dorothytutin nancymeckler nancymeckler nancymeckler Comedy Drama
1585,17589,mrs brown,6.6,45.0,1997,england assassin queen princ widow victorianengland royalti independentfilm judidench billyconnolly geoffreypalmer johnmadden johnmadden johnmadden Drama History Romance
1586,3597,i know what you did last summer,5.6,698.0,1997,secret blackmail fisherman polic highschool cover-up friend reveng murder slasher teenag killer jenniferlovehewitt sarahmichellegellar ryanphillippe jimgillespie jimgillespie jimgillespie Horror Thriller Mystery
1587,1813,the devil's advocate,7.2,1414.0,1997,"childabus southernusa obsess subway nuditi bibl seduct hallucin ambit devil'sson marriagecrisi pactwiththedevil crookedlawy evilspirit satan religion lust courtroom temptat lawfirm manhattan,newyorkc sevendeadlysin ethic keanureeves alpacino charlizetheron taylorhackford taylorhackford taylorhackford Drama Horror Mystery Thriller"
1588,36797,rocketman,5.4,36.0,1997,astronaut chimpanze harlandwilliams jessicalundy williamsadler stuartgillard stuartgillard stuartgillard Comedy Family Science Fiction
1589,12628,playing god,5.6,26.0,1997,fbi gangwar surgeon beautifulwoman losangel drug drugaddict davidduchovny timothyhutton angelinajolie andywilson andywilson andywilson Drama Action Thriller Crime
1590,33344,the house of yes,6.3,30.0,1997,whitehous johnf.kennedi basedonplayormus independentfilm familyrelationship incest mentalil parkerposey joshhamilton torispelling markwaters markwaters markwaters Comedy Drama
1591,25099,"fast, cheap & out of control",8.3,8.0,1997,circus lion eccentr robot davehoover georgemendonça raymonda.mendez errolmorris errolmorris errolmorris Documentary
1594,62422,year of the horse,3.8,3.0,1997,interview tribut rockmus rockband concertfilm neilyoung franksampedo billytalbot jimjarmusch jimjarmusch jimjarmusch Documentary Music
1595,782,gattaca,7.5,1846.0,1997,parapleg suicideattempt cheat dna spaceman newident heartdiseas falseident spacemiss dystopia investig genet hostil exercis eugen dystopicfutur ethanhawke judelaw gorevidal andrewniccol andrewniccol andrewniccol Thriller Science Fiction Mystery Romance
1596,29911,fairytale: a true story,6.2,25.0,1997,fairi fairytal melgibson harveykeitel petero'toole charlessturridge charlessturridge charlessturridge Fantasy Drama Mystery Family
1597,9827,phantoms,5.2,110.0,1998,sheriff ruralset losangel u.s.soldi fearofdi benaffleck petero'toole rosemcgowan joechappelle joechappelle joechappelle Horror Science Fiction Thriller
1599,251481,wonderland,0.0,0.0,1997,billgriffith johno'hagan johno'hagan johno'hagan Documentary
1600,8067,a life less ordinary,6.2,130.0,1997,angel sex robberi basedonnovel karaok ransom hostag kidnap chase heaven love murder janitor blood writer robot violenc ewanmcgregor camerondiaz hollyhunter dannyboyle dannyboyle dannyboyle Fantasy Drama Comedy Thriller Science Fiction Romance
1602,45153,eve's bayou,6.3,29.0,1997,sistersisterrelationship menstruat superstit independentfilm curs motherdaughterrelationship tavern auntniecerelationship fatherdaughterrelationship womandirector jurneesmollett meagangood lynnwhitfield kasilemmons kasilemmons kasilemmons Drama
1603,10871,switchback,5.8,52.0,1997,lossofson serialkil train dennisquaid dannyglover r.leeermey jebstuart jebstuart jebstuart Action Adventure Mystery Thriller
1605,10890,stripes,6.5,253.0,1981,date ex-girlfriend u.s.armi militaryspoof billmurray haroldramis warrenoates ivanreitman ivanreitman ivanreitman Action Comedy
1607,1281,bean,6.3,602.0,1997,pari londonengland california airport vault destroy museum artsandcultur chao repair clumsyfellow guard damag poster creativ paint hospit losangel amusementpark teenagerebellion laxat rowanatkinson petermacnicol johnmills melsmith melsmith melsmith Comedy
1609,9770,mad city,5.9,81.0,1997,journalist museum hostagedrama independentfilm johntravolta dustinhoffman miakirshner costa-gavras costa-gavras costa-gavras Action Drama Thriller
1610,12616,one night stand,5.7,24.0,1997,aid cheat one-nightstand chanc deathofafriend friendship independentfilm wesleysnipes nastassjakinski kylemaclachlan mikefiggis mikefiggis mikefiggis Drama
1611,34838,the tango lesson,6.4,5.0,1997,dancer danc tango womandirector sallypotter morganemaugran pabloverón sallypotter sallypotter sallypotter Drama Music Romance Foreign
1612,14905,welcome to sarajevo,6.5,22.0,1997,england civilwar journalist sarajevo orphanag bosnianwarof1992-1995 stephendillane woodyharrelson marisatomei michaelwinterbottom michaelwinterbottom michaelwinterbottom War Drama History
1613,14583,deceiver,6.6,16.0,1997,prostitut secret murder violenc timroth michaelrooker renéezellweger joshpate joshpate joshpate Mystery Crime Drama Thriller
1614,11975,the rainmaker,6.7,239.0,1997,juror proof courtcas leukemia lawyer courtroom mattdamon dannydevito jonvoight francisfordcoppola francisfordcoppola francisfordcoppola Drama Crime Thriller
1615,4995,boogie nights,7.5,812.0,1997,pornographi sex pornactor pornographicvideo fromragstorich drug pornindustri gayleadcharact markwahlberg burtreynolds johnc.reilly paulthomasanderson paulthomasanderson paulthomasanderson Drama
1616,9281,witness,7.0,390.0,1985,"corrupt detect policebrut amish suspens lancaster,pa harrisonford kellymcgillis josefsommer peterweir peterweir peterweir Crime Drama Romance Thriller"
1618,563,starship troopers,6.7,1584.0,1997,moon asteroid spacemarin intellig buenosair spacebattl dystopia armi satir spaceship soldier drillinstructor militari caspervandien dinameyer deniserichards paulverhoeven paulverhoeven paulverhoeven Adventure Action Thriller Science Fiction
1620,19931,the joy luck club,7.1,34.0,1993,basedonnovel motherdaughterrelationship chines famili ming-nawen laurentom tamlyntomita waynewang waynewang waynewang Drama
1622,10215,sliding doors,6.6,363.0,1998,doublelif commerci fantasi chanc market timetravel inflagranti ambiguousend alternativer gwynethpaltrow johnhannah johnlynch peterhowitt peterhowitt peterhowitt Comedy Drama Fantasy Romance
1623,9823,mortal kombat: annihilation,3.8,225.0,1997,martialart author tournament battl fight basedonvideogam handtohandcombat robinshou talisasoto jamesremar johnr.leonetti johnr.leonetti johnr.leonetti Action Fantasy Science Fiction
1624,37165,the truman show,7.8,4702.0,1998,claustrophobia hiddencamera dystopia realityshow jimcarrey lauralinney noahemmerich peterweir peterweir peterweir Comedy Drama
1625,45609,the wings of the dove,6.9,34.0,1997,independentfilm britishhighsocieti helenabonhamcarter alisonelliott elizabethmcgovern iainsoftley iainsoftley iainsoftley Drama Romance
1626,38904,mrs. dalloway,5.4,7.0,1997,femalenud flower impal womandirector vanessaredgrave nataschamcelhone michaelkitchen marleengorris marleengorris marleengorris Drama Romance
1628,9407,red corner,5.9,79.0,1997,china deathpenalti law businessman murder richardgere bailing bradleywhitford jonavnet jonavnet jonavnet Crime Drama Thriller
1629,4824,the jackal,6.1,536.0,1997,fbi coldwar hitman brucewillis richardgere sidneypoitier michaelcaton-jones michaelcaton-jones michaelcaton-jones Action Thriller Adventure Crime
1630,9444,anastasia,7.4,1481.0,1997,tzar music megryan johncusack christopherlloyd garygoldman garygoldman garygoldman Animation Family
1631,9414,the man who knew too little,6.5,126.0,1997,londonengland bomb brotherbrotherrelationship helicopt basedonnovel bank tvshow theatremilieu mistakenident escap agent billmurray petergallagher joannewhalley jonamiel jonamiel jonamiel Comedy Thriller Crime Action
1632,8078,alien: resurrection,5.9,1388.0,1997,android mercenari dystopia sequel alien betray impal clone scientist flamethrow disembowel smuggler genemanipul geneticengin xenomorph sigourneyweaver winonaryder braddourif jean-pierrejeunet jean-pierrejeunet jean-pierrejeunet Science Fiction Horror Action
1633,29938,alien escape,4.5,2.0,1996,femalenud mutant cabin alienlife-form forest vacat spaceship gailharris bernievandeyacht heatherford scottharris scottharris scottharris Horror Science Fiction
1634,11831,amistad,6.8,324.0,1997,cuba mutini slaveri sentenc historicalfigur havanna morganfreeman nigelhawthorne anthonyhopkins stevenspielberg stevenspielberg stevenspielberg Drama History Mystery
1635,2895,the apostle,6.1,39.0,1997,christian coma jealousi radiost texa apostl minist louisiana forgiv independentfilm preacher robertduvall billybobthornton junecartercash robertduvall robertduvall robertduvall Drama
1637,19601,bent,6.3,34.0,1997,nazi concentrationcampprison independentfilm gayinterest cliveowen lothairebluteau ianmckellen seanmathias seanmathias seanmathias Drama History Romance
1640,22797,the butcher boy,6.7,36.0,1997,suicid angel difficultchildhood insaneasylum pig friendship boardingschool alcohol murder darkcomedi eamonnowens alanboyle fionashaw neiljordan neiljordan neiljordan Comedy Drama
1641,2639,deconstructing harry,7.3,188.0,1997,newyork writer'sblock insan independentfilm author woodyallen kirstiealley billycrystal woodyallen woodyallen woodyallen Comedy Drama
1642,9574,flubber,5.3,707.0,1997,weddingvow inventor slime green flight madscientist wed robinwilliams marciagayharden christophermcdonald lesmayfield lesmayfield lesmayfield Comedy Family Science Fiction
1643,10371,for richer or poorer,5.6,43.0,1997,newyork pennsylvania cheat taxconsult devout amish timallen kirstiealley wayneknight bryanspicer bryanspicer bryanspicer Comedy
1644,489,good will hunting,7.9,2880.0,1997,basebal boston professor m.i.t. harvardunivers ambit mathemat genius love friend janitor irish psychologist univers courtroom flashback prodigi robinwilliams mattdamon benaffleck gusvansant gusvansant gusvansant Drama
1647,9714,home alone 3,5.1,632.0,1997,parentchildrelationship burglar childhero auto braveri toy computerchip technicaltoy alexd.linz olekkrupa ryakihlstedt rajagosnell rajagosnell rajagosnell Comedy Family
1650,8197,midnight in the garden of good and evil,6.3,161.0,1997,dragqueen voodoo savannah johncusack kevinspacey judelaw clinteastwood clinteastwood clinteastwood Crime Drama Mystery Thriller
1651,6283,mousehunt,6.2,297.0,1997,brotherbrotherrelationship lossoffath mous hous inherit nathanlane leeevans vickilewis goreverbinski goreverbinski goreverbinski Comedy Family
1653,49728,office killer,5.0,14.0,1997,womandirector carolkane mollyringwald jeannetripplehorn cindysherman cindysherman cindysherman Comedy Horror Thriller
1655,4233,scream 2,6.1,856.0,1997,slaughter slasher davidarquette nevecampbell courteneycox wescraven wescraven wescraven Horror Mystery
1657,10217,the sweet hereafter,6.8,108.0,1997,canada suffer villag paralysi independentfilm lawyer schoolbus ianholm caerthanbanks sarahpolley atomegoyan atomegoyan atomegoyan Drama
1659,597,titanic,7.5,7770.0,1997,shipwreck iceberg ship panic titan oceanlin epic richwoman-poorman love disast tragiclov classdiffer imax starcrossedlov richsnob 3d 1910s katewinslet leonardodicaprio francesfisher jamescameron jamescameron jamescameron Drama Romance Thriller
1660,714,tomorrow never dies,6.0,941.0,1997,londonengland england spi china newsbroadcast intellig televis missil manipulationofthemedia secretintelligenceservic specialcar tvstation mediatycoon navi motorcycl secretservic hamburggermani piercebrosnan jonathanpryce michelleyeoh rogerspottiswoode rogerspottiswoode rogerspottiswoode Adventure Action Thriller
1664,9922,the postman,6.1,306.0,1997,usa post postman armi apocalyps kevincostner willpatton oliviawilliams kevincostner kevincostner kevincostner Drama Adventure
1665,547,the horse whisperer,6.7,296.0,1998,lovetriangl newyork montana attachmenttonatur confid horsebackrid hors ridingaccid careerwoman ranch horsewhisper trauma countrylif marriagecrisi crisi travel motherdaughterrelationship anim natur robertredford kristinscottthomas samneill robertredford robertredford robertredford Drama Romance
1666,25994,the winter guest,6.9,10.0,1997,independentfilm emmathompson phyllidalaw sheilareid alanrickman alanrickman alanrickman Drama
1667,184,jackie brown,7.3,1580.0,1997,airport underworld armsdeal weapon polic drug pamgrier samuell.jackson robertforster quentintarantino quentintarantino quentintarantino Comedy Crime Romance
1668,9746,kundun,6.8,92.0,1997,buddhism china mountain buddhistmonk tibet dalailama lhasa buddha tenzinthuthobtsarong tenchogyalpo tsewangmigyurkhangsar martinscorsese martinscorsese martinscorsese Drama
1669,9438,mr. magoo,3.9,75.0,1997,lie bluff basedoncartoon millionair luck shortsight leslienielsen kellylynch mattkeeslar stanleytong stanleytong stanleytong Comedy Family
1670,115,the big lebowski,7.8,3001.0,1998,whiterussian dude bowl vietnamveteran carpet nihil heartattack kidnap lsd marijuana losangel millionair cowboy ash impregn bowlingteam unemploy bowlingbal jeffbridges johngoodman juliannemoore joelcoen joelcoen joelcoen Comedy Crime
1671,26941,afterglow,7.2,5.0,1997,nicknolte juliechristie laraflynnboyle alanrudolph alanrudolph alanrudolph Drama Romance Comedy
1672,27103,my life in pink,7.2,28.0,1997,transvest gay belgium comingout familyrelationship comingofag transgend gender lgbtchild michèlelaroque jean-philippeécoffey hélènevincent alainberliner alainberliner alainberliner Drama Comedy
1673,9410,great expectations,6.4,131.0,1998,artist artists'lif childhoodmemori gwynethpaltrow ethanhawke chriscooper alfonsocuarón alfonsocuarón alfonsocuarón Comedy Drama Romance
1674,32302,3 ninjas: high noon at mega mountain,3.9,38.0,1998,hostag hero rivalri goodvsevil crime youth danger famili escapad savetheday younghero siblingsrel eccentricfamili vigilant heroicmiss buddi mastervillain victorwong mathewbotuchis hulkhogan seanmcnamara seanmcnamara seanmcnamara Action Comedy Family
1678,41417,firestorm,4.7,17.0,1998,prison fire firemen crimin howielong scottglenn suzyamis deansemler deansemler deansemler Action Adventure Thriller
1679,12538,senseless,5.8,76.0,1998,blindnessandimpairedvis womandirector marlonwayans davidspade matthewlillard penelopespheeris penelopespheeris penelopespheeris Comedy Romance
1680,586,wag the dog,6.7,273.0,1997,washingtond.c. rape cia usapresid warveteran stage filmmak sexscand senat presidentialelect gulfwar manipulationofthemedia electioncampaign govern war soldier extramaritalaffair dustinhoffman robertdeniro anneheche barrylevinson barrylevinson barrylevinson Comedy Drama
1681,2666,dark city,7.2,838.0,1998,soul sleep manipul futur dystopia chao memori duel parallelworld technoir matrix neo-noir rufussewell williamhurt kiefersutherland alexproyas alexproyas alexproyas Mystery Science Fiction
1683,54007,star kid,4.9,16.0,1997,meteor superhero josephmazzello richardgilliland corinnebohrer mannycoto mannycoto mannycoto Action Adventure Family Science Fiction
1684,11258,hard rain,5.5,181.0,1998,sheriff rain evacu armoredcar crook hoodlum morganfreeman christianslater randyquaid mikaelsalomon mikaelsalomon mikaelsalomon Thriller
1685,9490,half baked,6.4,179.0,1998,smoke compani marijuana drug womandirector davechappelle tommychong harlandwilliams tamradavis tamradavis tamradavis Comedy Crime
1686,9411,fallen,6.6,346.0,1998,angel riddl detect bibl polic supernatur psychopath murder curs religion execut seriesofmurd devil famili evil neo-noir denzelwashington johngoodman donaldsutherland gregoryhoblit gregoryhoblit gregoryhoblit Thriller Fantasy Crime Drama
1687,25719,shooting fish,7.0,23.0,1997,londonengland nightclub chase fraud liar love thief wealth money scam hospit secretari busi wed parol con dishonesti danfutterman stuarttownsend katebeckinsale stefanschwartz stefanschwartz stefanschwartz Crime Comedy Romance
1688,9033,the prophecy ii,5.9,49.0,1998,angel monk autopsi symbol hospit christopherwalken jenniferbeals brittanymurphy gregspence gregspence gregspence Fantasy Horror Thriller
1689,11220,fallen angels,7.7,113.0,1995,gambl assassin bar hitman surreal danger beer love cigarettesmok hongkong drifter bulletwound citi killer mysteri leonlai michellereis takeshikaneshiro wongkar-wai wongkar-wai wongkar-wai Drama Action Romance
1690,21253,four days in september,7.3,22.0,1997,assassin brazilian ambassador freedom drama plot alanarkin pedrocardoso fernandatorres brunobarreto brunobarreto brunobarreto Action Drama Foreign History Thriller
1691,6116,spice world,4.7,124.0,1997,pop popcultur popstar victoriabeckham melaniebrown emmabunton bobspiers bobspiers bobspiers Adventure Fantasy Drama Comedy Music
1692,9457,deep rising,6.0,155.0,1998,oceanlin seamonst jewelheist treatwilliams famkejanssen anthonyheald stephensommers stephensommers stephensommers Adventure Action Horror Science Fiction
1695,39424,music from another room,5.7,14.0,1998,independentfilm judelaw jennifertilly gretchenmol charliepeters charliepeters charliepeters Comedy Drama Romance
1697,11702,the replacement killers,6.0,128.0,1998,usa china assaultrifl sniper chinatown drugdeal hitman funer conscientiousobjector reveng ontherun fugit onemanarmi sunglass druglord silenc uzi policeraid contractkil chowyun-fat mirasorvino michaelrooker antoinefuqua antoinefuqua antoinefuqua Action Drama Crime Thriller
1699,12238,the night flier,5.7,60.0,1997,journalist airport vampir airplan undead report seriesofmurd femalecorps miguelferrer julieentwisle danmonahan markpavia markpavia markpavia Mystery Horror Fantasy
1700,11568,blues brothers 2000,5.2,166.0,1998,prison blue half-broth orphanag band danaykroyd johngoodman joemorton johnlandis johnlandis johnlandis Music Action Comedy Crime
1703,11003,the wedding singer,6.5,603.0,1998,weddingvow marriagepropos loveofone'slif bride bridegroom adamsandler drewbarrymore christinetaylor frankcoraci frankcoraci frankcoraci Romance Comedy
1704,10153,sphere,5.8,483.0,1998,ocean extraterrestrialtechnolog spacemarin paranoia alien psychologist deepsea dustinhoffman sharonstone samuell.jackson barrylevinson barrylevinson barrylevinson Science Fiction
1708,30949,palmetto,5.7,29.0,1998,sex kidnap scam cigarettesmok writer woodyharrelson ginagershon elisabethshue volkerschlöndorff volkerschlöndorff volkerschlöndorff Mystery Thriller Drama Romance Crime
1709,2898,as good as it gets,7.2,946.0,1997,singlepar waitress lonewolf friendship neighbor author cowardli writer dog unlikelyfriendship jacknicholson helenhunt gregkinnear jamesl.brooks jamesl.brooks jamesl.brooks Comedy Romance
1710,9558,king of new york,6.5,130.0,1990,malenud femalenud violenc christopherwalken davidcaruso laurencefishburne abelferrara abelferrara abelferrara Thriller Crime
1712,320011,men with guns,0.0,0.0,1998,womandirector donallogue maxperlich paulsorvino kariskogland kariskogland kariskogland Drama Crime
1713,26269,twilight,6.1,36.0,1998,ex-cop retir paulnewman susansarandon genehackman robertbenton robertbenton robertbenton Drama Crime Mystery Thriller
1714,11808,u.s. marshals,6.2,383.0,1998,cia transportofprison innoc escap agent tommyleejones wesleysnipes robertdowneyjr. stuartbaird stuartbaird stuartbaird Thriller Crime Action
1716,47452,love and death on long island,6.9,11.0,1997,obsess love obsessivelov actor johnhurt jasonpriestley sheilahancock richardkwietniowski richardkwietniowski richardkwietniowski Drama Romance Foreign
1717,18205,midaq alley,6.4,12.0,1995,malenud mexico prostitut adulteri sexual basedonnovel dream pimp nuditi gaypar mexican neighborhood ernestogómezcruz maríarojo salmahayek jorgefons jorgefons jorgefons Drama
1718,36943,in god's hands,5.0,1.0,1998,surfer wave surfboard surf travel patrickshanedorian mattgeorge mattyliu zalmanking zalmanking zalmanking Adventure
1719,21736,everest,6.3,20.0,1998,climb imax mountainclimb mountain mounteverest liamneeson edviesturs davidbreashears davidbreashears davidbreashears davidbreashears Adventure Documentary
1720,17941,hush,5.9,44.0,1998,hors farm fall borderlinepersonalitydisord suspens domineeringmoth jessicalange gwynethpaltrow johnathonschaech jonathandarby jonathandarby jonathandarby Drama Thriller
1721,10668,suicide kings,6.7,86.0,1997,ransom hostag kidnap rain sister betray mobster hospit mansion pistol pokergam killer alcohol groupoffriend hoodlum christopherwalken henrythomas seanpatrickflanery petero'fallon petero'fallon petero'fallon Action Comedy Crime Drama Thriller
1722,9313,the man in the iron mask,6.3,1052.0,1998,franc swordplay mask musket leonardodicaprio jeremyirons gérarddepardieu randallwallace randallwallace randallwallace Action Adventure Drama
1723,42807,the newton boys,5.9,44.0,1998,bankrobb matthewmcconaughey skeetulrich ethanhawke richardlinklater richardlinklater richardlinklater Crime Action Drama
1724,617,wild things,6.3,454.0,1998,upperclass poison sailboat rape sexualabus florida erotic blackmail lolita cheerlead courtcas plannedmurd sail pretendedmurd seduct bisexu allig crocodil everglad heart-throb whitetrash menageatroi intellectuallygift harpoon van plan court singl millionair extramaritalaffair duringcreditssting mattdillon kevinbacon deniserichards johnmcnaughton johnmcnaughton johnmcnaughton Thriller
1725,36568,paulie,6.0,83.0,1998,parrot research thief girl mexicanamerican genarowlands tonyshalhoub cheechmarin johnroberts johnroberts johnroberts Comedy Family
1726,37272,"a cool, dry place",5.6,7.0,1998,lovetriangl kansa singlefath vincevaughn monicapotter joeylaurenadams johnn.smith johnn.smith johnn.smith Drama Romance
1727,5910,fireworks,7.6,118.0,1997,gambl farewel sea beach yakuza loss japanesemafia takeshikitano kayokokishimoto renosugi takeshikitano takeshikitano takeshikitano Crime Drama
1728,9440,primary colors,6.1,97.0,1998,whitehous usapresid presidentialelect scandal georgew.bush extramaritalaffair johntravolta emmathompson billybobthornton mikenichols mikenichols mikenichols Comedy Drama
1730,32911,wide awake,5.2,12.0,1998,boys'school denisleary josephcross rosieo'donnell m.nightshyamalan m.nightshyamalan m.nightshyamalan Comedy Drama Family
1733,32456,two girls and a guy,5.4,25.0,1997,love reveng actor robertdowneyjr. natashagregsonwagner heathergraham jamestoback jamestoback jamestoback Drama Romance
1735,62695,storefront hitchcock,7.0,1.0,1998,robynhitchcock jonathandemme jonathandemme jonathandemme Documentary
1737,17127,the object of my affection,5.6,75.0,1998,blinddat love fallinginlov jenniferaniston paulrudd haydenpanettiere nicholashytner nicholashytner nicholashytner Comedy Drama Romance
1738,40688,meet the deedles,4.1,19.0,1998,paulwalker johnashton dennishopper steveboyum steveboyum steveboyum Animation Comedy Family
1739,17133,homegrown,5.5,16.0,1998,billybobthornton hankazaria kellylynch stephengyllenhaal stephengyllenhaal stephengyllenhaal Drama Action Comedy Thriller Crime
1741,17644,barney's great adventure,2.9,8.0,1998,stevegomer stevegomer stevegomer Family
1742,1774,the big one,6.2,24.0,1997,prison airport narrat ohio protest michaelmoore elainebly jimczarnecki michaelmoore michaelmoore michaelmoore Documentary
1744,2157,lost in space,5.0,395.0,1998,timetravel sabotag deepspaceexplor garyoldman williamhurt mattleblanc stephenhopkins stephenhopkins stephenhopkins Adventure Family Science Fiction
1746,8838,mercury rising,6.0,374.0,1998,assassin lossoffamili autism fbi bangkok nationalsecurityagency(nsa) boy childinperil fbiag brucewillis alecbaldwin mikohughes haroldbecker haroldbecker haroldbecker Action Crime Drama Thriller
1747,29193,the spanish prisoner,7.1,74.0,1997,dialogu confid invent independentfilm stevemartin campbellscott bengazzara davidmamet davidmamet davidmamet Crime Drama Mystery Thriller
1748,795,city of angels,6.5,537.0,1998,suicid angel lifeanddeath desper oper heaven faith afterlif losangel interspeciesrom nicolascage megryan andrebraugher bradsilberling bradsilberling bradsilberling Drama Fantasy Romance
1749,16980,the last days of disco,6.8,50.0,1998,newyork sex dancer sexual depress jealousi nightclub nuditi investig addict liar love friend independentfilm theft drug death disco chloësevigny katebeckinsale chriseigeman whitstillman whitstillman whitstillman Comedy Drama Romance
1750,27472,the odd couple ii,6.1,28.0,1998,roadtrip weddingd jacklemmon waltermatthau richardriehle howarddeutch howarddeutch howarddeutch Adventure Comedy
1751,47881,my giant,5.1,33.0,1998,tallman romania giant billycrystal kathleenquinlan joannapacula michaellehmann michaellehmann michaellehmann Comedy Drama Family
1752,9469,he got game,6.7,140.0,1998,prison fathersonrelationship homicid begnadigung releasefromprison forgiv colleg basketbal independentfilm denzelwashington rayallen millajovovich spikelee spikelee spikelee Drama
1753,12488,the gingerbread man,5.7,37.0,1998,secret toshootdead daughter lawyer kennethbranagh embethdavidtz robertdowneyjr. robertaltman robertaltman robertaltman Thriller
1756,267,live flesh,7.2,89.0,1997,sexualobsess prostitut adulteri adolesc drugabus sexualabus madrid parapleg bus pregnancyandbirth libertorabal francescaneri javierbardem pedroalmodóvar pedroalmodóvar pedroalmodóvar Drama Romance Thriller
1757,16148,zero effect,6.0,56.0,1998,detect blackmail independentfilm billpullman benstiller ryano'neal jakekasdan jakekasdan jakekasdan Comedy Crime Mystery Thriller
1758,21252,nil by mouth,7.1,35.0,1997,violenthusband underclass class drugscen addict dysfunctionalfamili drug raywinstone kathyburke charliecreed-miles garyoldman garyoldman garyoldman Drama
1760,9449,the borrowers,5.8,136.0,1997,dwarv household lawyer littlepeopl child'spointofview realest johngoodman jimbroadbent celiaimrie peterhewitt peterhewitt peterhewitt Adventure Fantasy Action Comedy Family
1764,215373,love walked in,6.0,1.0,1997,denisleary terencestamp aitanasánchez-gijón juanjosécampanella juanjosécampanella juanjosécampanella Drama Thriller
1766,15513,kissing a fool,5.9,16.0,1998,davidschwimmer jasonlee miliavital dougellin dougellin dougellin Comedy Romance
1767,31220,krippendorf's tribe,4.3,28.0,1998,singlepar basedonnovel expedit professor colleg circumcis familyrelationship jungl anthropolog monkey lectur fakedfootag richarddreyfuss jennaelfman zakesmokae toddholland toddholland toddholland Comedy Drama Family
1768,13907,kurt & courtney,5.9,30.0,1998,sing nickbroomfield dylancarlson kurtcobain nickbroomfield nickbroomfield nickbroomfield Documentary Music
1770,10622,mr. nice guy,6.2,129.0,1997,journalist martialart cook drugdeal jackiechan richardnorton mikilee sammohung sammohung sammohung Crime Action Comedy
1771,30020,taste of cherry,7.1,78.0,1997,muslim iraniannewwav homayounershadi abdolrahmanbagheri afshinkhorshidbakhtiari abbaskiarostami abbaskiarostami abbaskiarostami Drama
1772,17139,character,7.7,25.0,1997,jandecleir fedjavanhuêt bettyschuurman mikevandiem mikevandiem mikevandiem Drama Foreign History
1773,34582,junk mail,5.7,6.0,1997,antihero falseident postman robertskjærstad andrinesæther peregilaske pålsletaune pålsletaune pålsletaune Comedy Thriller
